Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,language,sentiment,standardizedReview,mentionedFeature,mentionedSynonyms
351,3fa2fa7f-21a5-4694-9f2d-a364d4723b8c,Gaston Nicolas Escobar,https://play-lh.googleusercontent.com/a-/ACB-R5SChbL3QVEZpMaKgthfga5y2FXPv1ghHzFI9Mcpzw,"Me encanta, tengo todo lo que necesito para aprender lenguajes de programación en la app. Pero creo que pueden mejorar la interfaz, por momentos la app olvida mis progresos de aprendizaje. También creo que deberían apostar a la versión de navegador, no quedarse sólo con su versión como aplicación de Android. A pesar de estos problemas creo que tienen un gran potencial, ojalá mejoren.",4,16,5.1.47,2021-10-19 08:05:54,"Dear Friend,
Greetings. Please don't hesitate to give us a higher rating if you think that we deserve it or kindly let us know your thoughts on how we can further improve. We'd love to hear from you at Hello@prghub.com :)
-KY",2021-11-07 08:17:47,5.1.47,es,POS,encanta tengo todo lo que necesito para aprender lenguajes de programacion en la app pero creo que pueden mejorar la interfaz por momentos la app olvida mis progresos de aprendizaje tambien creo que deberian apostar la version de navegador quedarse solo con su version como aplicacion de android pesar de estos problemas creo que tienen un gran potencial ojala mejoren,boosters,mejora
369,d4e1f868-70e7-4639-a12d-a967b1ee9652,Mariela Caraballo,https://play-lh.googleusercontent.com/a-/ACB-R5TrjX4Org9CIg_MZRQHe7Z52E52Q7974qQIFkimTA,Me encanta la aplicación. Muy sencillo y fácil para utilizar y aprender. Mi unica queja es que en algunas pruebas me encuentro con preguntas de material que nunca te tocaron durante en los temas de estudio.,5,15,5.1.47,2021-10-02 16:45:18,"Dear Mariela
We are very happy that you find us to be the best. Your feedback keeps us motivated to make your learning experience absolutely enjoyable. If you need any assistance, feel free to get in touch with us at Hello@prghub.com so that we can help you better. Happy Learning!
-PS",2021-11-20 14:13:24,5.1.47,es,POS,encanta la aplicacion muy sencillo facil para utilizar aprender mi unica queja es que en algunas pruebas encuentro con preguntas de material que nunca te tocaron durante en los temas de estudio,"social discovery, challenges","encuentro, prueba"
409,0eec2b07-9538-4bb5-9cc5-49927004b076,Luis Enrique Espinosa Benitez,https://play-lh.googleusercontent.com/a/AGNmyxazxx3yQlippIGApTw-Iin_hWbP7Luqup5F8TxM=mo,"Personalmente me ha parecido excelente y pese a que no habló ingles muy bien , no sé, porque me resulta tan fácil entender.",5,7,5.1.46,2021-07-27 14:45:21,"Dear Luis
Hurray! Your feedback really means a lot to us! We really appreciate you taking the time out to share your experience with us.If you need any assistance, please feel free to get in touch with us at Hello@prghub.com so we can help you better.
--JS",2021-07-27 16:27:34,5.1.46,es,POS,personalmente ha parecido excelente pese que hablo ingles muy bien se porque resulta tan facil entender,"avatar, status quo sloth","person, person"
427,ae08d9fc-e361-4a8e-9bea-dc10d2546eba,Exceiver Saenz,https://play-lh.googleusercontent.com/a-/ACB-R5RAf2a04xOkU8g7i342FeKg9r0BzG8J-eP8GyubLw,"Me encantó, e visto que muchas personas se quejan del lenguaje C de que es complicado pero no es cierto. Eso sí, es muy complejo pero no es dificil",5,18,5.1.44,2021-06-28 20:58:14,"Dear Exceiver
We are truly delighted to know that your experience with us has been great. It really helps us keep ourselves motivated to continuously improve our content and serve our learners better. If you need any help, feel free to get in touch with us at Hello@prghub.com and it will be our pleasure to assist you!
-JP",2021-07-01 12:29:34,5.1.44,es,NEU,encanto e visto que muchas personas se quejan del lenguaje c de que es complicado pero es cierto eso si es muy complejo pero es dificil,"avatar, status quo sloth","person, person"
428,fe402d22-5aff-4885-bcab-893b7dd9badb,Jaqueko :D,https://play-lh.googleusercontent.com/a-/ACB-R5T6cpH5kZv6CHRVY1Ywyw-GyVrq5MYrhEdVZLT6Qw,"Sigo manteniendo mi posición sobre esta app (es decir, que es la mejor para aprender a programar), pero, ¿podrían agregar el lenguaje Haxe y el motor HaxeFlixel? Sería muy útil.",4,1,5.1.44,2021-06-26 20:21:44,"Hi Jaqueko,
We really appreciate your feedback! We assure you that we are listening to your requests and will consider it while adding new courses in the future to provide you with a much better learning experience. If you need any assistance, please feel free to get in touch with us at Hello@prghub.com and we'll be very happy to assist you!
-JS",2021-06-28 19:43:06,5.1.44,es,NEU,sigo manteniendo mi posicion sobre esta app es decir que es la mejor para aprender programar pero podrian agregar el lenguaje haxe el motor haxeflixel seria muy util,leaderboard/competition,posicion
439,1f4b59fd-69a9-4e2b-9dd1-875eb15dae6a,Oscar Mauricio Angulo Torres,https://play-lh.googleusercontent.com/a-/ACB-R5Q0hxaF0ufCmO2xJ8ef2E4uqhqmPHK0l2fVmPzsew,"Hola, aclaro que mi experiencia con la aplicación fue muy buena, pero presento inconformidad y deseo que mejoren en una cosa, y es que si van a poner un curso de manera gratuita, dejen el certificado gratis también, o al menos dejen un precio accesible para obtenerlo, en vez de obligar a las personas a comprar la versión pro. O al menos deberían avisar de que es gratis pero tienes que comprar pro para certificarse. Perdí un mes de mi vida en esto, espero lo tomen en cuenta.",2,1,,2021-06-11 20:58:45,"Hi Oscar,
Thank you for writing to us. Sincere apologies. We agree that the content should be free. But we strive to provide our learners quality content and hence we had to hire experts and monetize our content. If you need any help, feel free to get in touch with us at Hello@codingx.app.
-Joy

",2021-06-14 07:09:21,,es,NEU,hola aclaro que mi experiencia con la aplicacion fue muy buena pero presento inconformidad deseo que mejoren en una cosa es que si van poner un curso de manera gratuita dejen el certificado gratis tambien al menos dejen un precio accesible para obtenerlo en vez de obligar las personas comprar la version pro al menos deberian avisar de que es gratis pero tienes que comprar pro para certificarse perdi un mes de mi vida en esto espero lo tomen en cuenta,"avatar, voting, status quo sloth","person, tom, person"
456,ba1dd8ba-49be-49d3-9ad7-9b1b4844becd,Jorge Evansz,https://play-lh.googleusercontent.com/a/AGNmyxaOo05NyEaOBsYN3CZ5isnDmykYMYvvKjGrN1V8=mo,"Siempre tengo que lidiar con la sincronización de mis certificados, llevo más de 10 y cada vez que entro me aparece que no tengo ninguno y tengo que hacer caso magia para que aparezcan",1,10,5.1.43,2021-05-14 15:45:38,"HeyJorge,
Thank you for reaching us out and sincere apologies for inconvenience caused. We request you to get in touch with us at Hello@prghub.com , so that we can assist you better by making the necessary corrections.
-JP
",2021-05-15 19:42:54,5.1.43,es,NEG,siempre tengo que lidiar con la sincronizacion de mis certificados llevo mas de 10 cada vez que entro aparece que tengo ninguno tengo que hacer caso magia para que aparezcan,daily streaks,dia
520,5ba64fdd-fb31-4ab9-acc9-061e1db85991,Juan E. Cagua,https://play-lh.googleusercontent.com/a-/ACB-R5SIUnClSCZwYIx6Xb1tJcKYE6psaK24jHTIMErH,"Recuerdo haber pagado la version premium e iniciar a estudiar esto en serio. Sin embargo terminando el curso de C++ no sabia ni escirbir ""Hello world"" (El tipico ejercicio basico). Definitivamente terrible la aplicacion por no enseñar programacion. Eso si, la aplicacion tiene una buena interfaz y es ordenada pero no aprenderas nada.",1,0,,2021-02-24 01:48:22,"Hi Juan,
Sincere apologies for the inconvenience caused. Please let us know where we failed to meet your expectations at Hello@PrgHub.com so that we could improve ourselves for a better learning experience of our learners.
-JP

",2021-02-24 09:06:46,,es,NEG,recuerdo haber pagado la version premium e iniciar estudiar esto en serio sin embargo terminando el curso de c sabia ni escirbir hello world el tipico ejercicio basico definitivamente terrible la aplicacion por ensenar programacion eso si la aplicacion tiene una buena interfaz es ordenada pero aprenderas nada,daily streaks,dia
522,70feb99a-f525-42ff-a737-80eb8cbbc689,Cristian Samuel Ruiz Rodriguez,https://play-lh.googleusercontent.com/a/AGNmyxbh_a1Eve6QmdshwH20HH_JA6iOXpcnaUkvh5kucQ=mo,"Muy buena aplicación, sobre todo muy interesante para aprender a programar, pero hay personas que no dominamos el idioma inglés, sería mejor si hubiese una opción para elegir otros idiomas como el español. Felicitaciones para los creadores de esta aplicación 👏",5,36,5.1.40,2021-02-22 11:40:40,"Dear Friend,
Thank you so much! Every little encouragement greatly helps us to continuously improve and provide you with the best platform to learn programming. If you need any help, feel free to get in touch with us at Hello@prghub.com and we'll be very happy to assist you!
-JP",2021-02-25 19:27:33,5.1.40,es,POS,muy buena aplicacion sobre todo muy interesante para aprender programar pero hay personas que dominamos el idioma ingles seria mejor si hubiese una opcion para elegir otros idiomas como el espanol felicitaciones para los creadores de esta aplicacion,"avatar, status quo sloth","person, person"
523,ebed8f05-fe51-4134-9c72-77379734ab47,Conchi Ibáñez González,https://play-lh.googleusercontent.com/a-/ACB-R5QU4EirZ7uVIoC7rarUYdlIJ1moYvHmMkEBvD3b6w,"Actualizo mi valoración porque definitivamente no cumple con mis expectativas, no merece la pena el pago ni con el descuento. No enseña todo por lo que después pregunta en las pruebas, es un nivel muy básico y no sirve ni para aprender un lenguaje completo ni para tener ningún tipo de certificado. Un fiasco, recomiendo Mimo.",1,33,5.1.39,2021-02-21 11:27:59,"Hi,
We apologize for not meeting your expectations. Rest assured that we are very much open to criticism and we take them as suggestions to improve our service. Please contact us at Hello@prghub.com with the spelling error, so that we can change them as soon as possible, thank you for bringing this to our attention
-JP",2021-02-22 18:21:17,5.1.39,es,NEG,actualizo mi valoracion porque definitivamente cumple con mis expectativas merece la pena el pago ni con el descuento ensena todo por lo que despues pregunta en las pruebas es un nivel muy basico sirve ni para aprender un lenguaje completo ni para tener ningun tipo de certificado un fiasco recomiendo mimo,challenges,prueba
531,46be709a-a684-413b-8fb8-441e445b859f,Ernesto Daniel Coyoc Gonzalez,https://play-lh.googleusercontent.com/a/AGNmyxbkEvn3x5JcNsR0LIEPaq_ZEkyFfiyezbvPn_Sd=mo,Mis felicitaciones para los creadores de este programaque están estudiando como una ingeniería alguien que no sabe nada de programación es una maravilla que hayan pensado en las personas qué queremos entrar en el mundo de la programación les doy mis 5 estrellas porque hay muchas dudasque yo tenía hasta que empecé a usar esta aplicación y ahora voy entendiendo los fundamentos de la programación.,5,6,5.1.38,2021-02-14 04:13:33,"Hi,
Thank you! As of this time, we are focusing on adding a lot of new content but we'll surely bring this up with our team and make sure that you'll be one of the first to know once we start working on translations. If you need any help, feel free to get in touch with us at Hello@prghub.com and we'll be more than happy to assist you!
-JP",2021-02-19 16:50:32,5.1.38,es,POS,mis felicitaciones para los creadores de este programaque estan estudiando como una ingenieria alguien que sabe nada de programacion es una maravilla que hayan pensado en las personas que queremos entrar en el mundo de la programacion les doy mis 5 estrellas porque hay muchas dudasque yo tenia hasta que empece usar esta aplicacion ahora voy entendiendo los fundamentos de la programacion,"daily streaks, avatar, status quo sloth","dia, person, person"
539,34f2d245-b729-4277-b244-e979dbf23f4a,the gameplayer,https://play-lh.googleusercontent.com/a-/ACB-R5RwCvk-eW3xCq9mRkQCNmVI0WqkGtpz17cUdEfE,Bastante bueno pero recuerden que para conseguir un diploma certificado por un centro el cual te sirva de verdad hay que estudiar en un centro. El diploma que te dan es muy motivador y te anima a ir al centri donde de verdad te daran el certificado que te de un buen trabajo 😁,5,0,,2021-02-08 20:22:38,"Dear The
We are very happy that you find us to be the best. Your feedback keeps us motivated to make your learning experience absolutely enjoyable. If you need any assistance, feel free to get in touch with us at Hello@prghub.com so that we can help you better. Happy Learning!
-JP",2021-02-12 18:29:02,,es,POS,bastante bueno pero recuerden que para conseguir un diploma certificado por un centro el cual te sirva de verdad hay que estudiar en un centro el diploma que te dan es muy motivador te anima ir al centri donde de verdad te daran el certificado que te de un buen trabajo,"daily streaks, last mile drive","dia, motiv"
540,ef876be3-74b2-4c4c-8d15-17c280a8919b,Elirah Dumont,https://play-lh.googleusercontent.com/a/AGNmyxbRX938GAuLCKRZhSvVTKC7gjmZHe2KfJChdbWH=mo,He estado probando la app y me está gustando su funcionalidad.,5,0,5.1.38,2021-02-08 01:34:21,"Dear Friend
Hurray! Your feedback really means a lot to us! We really appreciate you taking the time out to share your experience with us.If you need any assistance, please feel free to get in touch with us at Hello@prghub.com so we can help you better.
-JP",2021-02-08 11:38:25,5.1.38,es,POS,estado probando la app esta gustando su funcionalidad,win states,estad
573,0daa5803-c7ef-42b6-8267-5060fdeee2dd,Gianfranco Pavetto,https://play-lh.googleusercontent.com/a/AGNmyxa_0OmKPH3oVY-dadHw78qMlB0t6pWAaltRE5c_=mo,"La aplicación no funciona para nada bien. No se puede mantener un ritmo de estudio, pues la aplicación móvil y la de escritorio, no comparten progreso en los cursos. Llevo 2 días estudiando HTML y CSS. Tengo certificado de HTML y en el teléfono no aparece.",2,12,5.1.36,2021-01-08 20:40:32,"Hey Gianfranco,
We regret that we could not meet your expectation. We would like to hear from you about your expectation and difficulties faced in the app, so that we can understand you better as we mainly value our customer feedback and satisfaction. Please reach us at at Hello@prghub.com to help you better.
-JP",2021-01-10 06:22:38,5.1.36,es,NEG,la aplicacion funciona para nada bien se puede mantener un ritmo de estudio pues la aplicacion movil la de escritorio comparten progreso en los cursos llevo 2 dias estudiando html css tengo certificado de html en el telefono aparece,daily streaks,dia
589,4fc0e536-3e84-4853-9be6-cd1fa2bd68f5,Fernando León Aguirre (EFLA),https://play-lh.googleusercontent.com/a/AGNmyxagZZ836NSKOF6QTZUn6t9QfcxfxsFMZN9iKRRL=mo,La verdad no sé cómo es la aplicación por q cada ves que la abro se cierra automáticamente,1,3,5.1.35,2020-12-20 15:55:00,"Hey Fernando,
Thank you for reaching us out and sincere apologies for inconvenience caused. We request you to get in touch with us at Hello@prghub.com , so that we can assist you better by making the necessary corrections.
-DK
",2020-12-20 18:14:22,5.1.35,es,NEG,la verdad se como es la aplicacion por q cada ves que la abro se cierra automaticamente,voting,tom
616,d4c2abb0-a286-4366-8e81-e40abdbdd8da,Leandro Muñoz,https://play-lh.googleusercontent.com/a-/ACB-R5SPskZ1bDEcG9cEki75V1nf1rSv9N6hX5P6Ix7-7Q,"Para las persona de habla hispana que no saben mucho de ingles les recomiendo usar TraductorU. En cuanto a la app, esta demasiado bueno e interactivo!!!",5,5,5.1.34,2020-11-28 19:52:48,"Dear Leandro Thank you for your wonderful feedback! Our goal is to make your learning experience with us enjoyable and straightforward. Do recommend us to your friends too! :) If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you! -UN",2020-11-29 13:34:30,5.1.34,es,POS,para las persona de habla hispana que saben mucho de ingles les recomiendo usar traductoru en cuanto la app esta demasiado bueno e interactivo,"avatar, status quo sloth","person, person"
625,f813247b-7cd8-43d8-b64a-dfada92122fb,Cristian Almeida,https://play-lh.googleusercontent.com/a-/ACB-R5SWRTtYGjDp1xT47SuzkFCFt7e4eIYjYBZkxcUSsQ,¿Está esta app en Español? No encuentro manera de cambiar de idioma la App,3,0,,2020-11-18 02:30:57,"Dear Cristian, Thank you! As of this time, we are focusing on adding a lot of new content but we'll surely bring this up with our team and make sure that you'll be one of the first to know once we start working on translations. If you need any help, feel free to get in touch with us at Hello@prghub.com. -JP",2020-11-18 09:47:31,,es,NEG,esta esta app en espanol encuentro manera de cambiar de idioma la app,social discovery,encuentro
645,eb56c8a9-ad25-4599-9d23-d07ce429797f,Renzo Perez,https://play-lh.googleusercontent.com/a-/ACB-R5T9EWb1RSAHQZVDQWQDHn_U9WypsaQ4LYs7VZTfyw,"Tuve un problema al escribir my nombre con tilde y no podía cambiarlo, pero soporte lo arregló. Buen programa espero que sigan añadiendo más cursos.",4,1,5.1.34,2020-11-02 11:42:57,"Dear Renzo, Thank you! As of this time, we are focusing on adding a lot of new content but we'll surely bring this up with our team and make sure that you'll be one of the first to know once we start working on translations. If you need any help, feel free to get in touch with us at Hello@prghub.com and we'll be more than happy to assist you! -JP",2020-10-31 18:08:55,5.1.34,es,POS,tuve un problema al escribir nombre con tilde podia cambiarlo pero soporte lo arreglo buen programa espero que sigan anadiendo mas cursos,daily streaks,dia
652,33683fc6-b7f4-4ffa-b72c-e8eac485f9ba,Eduardo Bautista,https://play-lh.googleusercontent.com/a/AGNmyxbgex-KEmTlU-CF6rFLR3CMU50PkPmsc-ZSqqUZ=mo,"Esta app la he usado en disposi. dispositivos hisense y huawei, otros más y la verdad es que me ha funcionado muy bien. Con el tiempo se ha vuelto muy intuitiva la manera que te presentan las lecciones y progresivamente te ayuda a mejorar cualquier lenguaje que escojas.",5,24,5.1.33,2020-10-23 00:56:11,"Dear Friend Hurray! Your feedback really means a lot to us! We really appreciate you taking the time out to share your experience with us.If you need any assistance, please feel free to get in touch with us at Hello@prghub.com so we can help you better. -JP",2020-10-23 16:48:55,5.1.33,es,POS,esta app la usado en disposi dispositivos hisense huawei otros mas la verdad es que ha funcionado muy bien con el tiempo se ha vuelto muy intuitiva la manera que te presentan las lecciones progresivamente te ayuda mejorar cualquier lenguaje que escojas,boosters,mejora
665,cfb13d90-9606-4c5b-916b-d395e230360d,Marcela Grecco,https://play-lh.googleusercontent.com/a-/ACB-R5TcWxygNbuL4jdEHNftdb-34xbcLCJ7qH92irXFqak,Encuentro esta app muy fácil de entender. Aunque recién comienzo a usarla ya la disfruto. Me gustaría que tuviera una opción en español también.,4,2,5.1.31,2020-10-15 11:51:35,"Dear Marcela, Thank you! As of this time, we are focusing on adding a lot of new content but we'll surely bring this up with our team and make sure that you'll be one of the first to know once we start working on translations. If you need any help, feel free to get in touch with us at Hello@prghub.com. -JP",2020-10-16 13:28:53,5.1.31,es,POS,encuentro esta app muy facil de entender aunque recien comienzo usarla ya la disfruto gustaria que tuviera una opcion en espanol tambien,social discovery,encuentro
670,41aecf6a-8450-47d8-87c2-aaab5e593457,Isaac Sanchez,https://play-lh.googleusercontent.com/a-/ACB-R5QCAQqno5GzP6RWW6hLNooTN01J9V_Upyk7RnBjGQ,"No pude probar la aplicación debido a que no se podía cambiar el idioma, espero arreglen eso.",3,0,,2020-10-14 00:36:04,"Hi Isaac, Thank you! As of this time, we are focusing on adding a lot of new content but we'll surely bring this up with our team and make sure that you'll be one of the first to know once we start working on translations. If you need any help, feel free to get in touch with us at Hello@prghub.com and we'll be more than happy to assist you! -JP",2020-10-14 09:05:38,,es,NEG,pude probar la aplicacion debido que se podia cambiar el idioma espero arreglen eso,daily streaks,dia
672,d6e7feb1-edbe-40b7-9054-807cbad782ad,esario Mc,https://play-lh.googleusercontent.com/a-/ACB-R5Si-3Tx7FjEDOnO7_za-BwQP2yFByz8BExPCylJZg,Gracias por facilitar este contenido tan valioso y en especial el certificado. La recomiendo.,5,0,5.1.31,2020-10-13 12:24:23,"Dear Friend We are truly delighted to know that your experience with us has been great. It really helps us keep ourselves motivated to continuously improve our content and serve our learners better. If you need any help, feel free to get in touch with us at Hello@prghub.com and it will be our pleasure to assist you! -JP",2020-10-14 09:34:21,5.1.31,es,POS,gracias por facilitar este contenido tan valioso en especial el certificado la recomiendo,boosters,special
731,337bdd7f-6a00-43f7-8542-db1c02cf309e,nicolas olivares,https://play-lh.googleusercontent.com/a-/ACB-R5QHy0rkzlxJnttpqEHALQiy4KSHdCgv3fBc6D_Wbg,"Se agradece el que hayan creado la aplicación. Las personas que tengan algún ramo de programación o que directamente estudien por ejemplo: informática, les servirá mucho.",5,1,5.1.30,2020-08-24 14:49:08,"Dear Nicolas We are very happy that you find us to be the best. Your feedback keeps us motivated to make your learning experience absolutely enjoyable. If you need any assistance, feel free to get in touch with us at Hello@prghub.com so that we can help you better. Happy Learning! -JP",2020-08-24 17:52:26,5.1.30,es,POS,se agradece el que hayan creado la aplicacion las personas que tengan algun ramo de programacion que directamente estudien por ejemplo informatica les servira mucho,"avatar, status quo sloth","person, person"
743,b2daa427-48b1-43d9-917a-f2d4b356522e,Wich0 D3ad,https://play-lh.googleusercontent.com/a-/ACB-R5TMbPc17ZlbcbN7ZaWyIwD9Xc0SWBZXrax0xO2RbHY,Es especialmente buena para los que no tienen ninguna idea de lo que es la programación ya que la aplicación te enseña desde 0 y con ejemplos muy sencillos. No puedo recomendarla más allá de eso por que aun no llego tan lejos. Se me olvidaba decir que la app esta full en inglés por si eso podría ser un problema para algunos.,5,34,5.1.30,2020-08-19 03:35:59,"Dear Luis, Thank you! As of this time, we are focusing on adding a lot of new content but we'll surely bring this up with our team and make sure that you'll be one of the first to know once we start working on translations. If you need any help, feel free to get in touch with us at Hello@prghub.com and we'll be more than happy to assist you! -JP",2020-08-19 10:56:06,5.1.30,es,NEU,es especialmente buena para los que tienen ninguna idea de lo que es la programacion ya que la aplicacion te ensena desde 0 con ejemplos muy sencillos puedo recomendarla mas alla de eso por que aun llego tan lejos se olvidaba decir que la app esta full en ingles por si eso podria ser un problema para algunos,boosters,special
